name,cloneof,description,year,manufacturer
mswordj,msword,Magic Sword (Japan 900623),1990,Capcom
cawing,,Carrier Air Wing (World 901012),1990,Capcom
cawingu,cawing,Carrier Air Wing (US 901012),1990,Capcom
cawingj,cawing,U.S. Navy (Japan 901012),1990,Capcom
nemo,,Nemo (World 901130),1990,Capcom
nemoj,nemo,Nemo (Japan 901120),1990,Capcom
sf2,,Street Fighter II - The World Warrior (World 910522),1991,Capcom
sf2eb,sf2,Street Fighter II - The World Warrior (World 910214),1991,Capcom
sf2ua,sf2,Street Fighter II - The World Warrior (US 910206),1991,Capcom
sf2ub,sf2,Street Fighter II - The World Warrior (US 910214),1991,Capcom
sf2ud,sf2,Street Fighter II - The World Warrior (US 910318),1991,Capcom
sf2ue,sf2,Street Fighter II - The World Warrior (US 910228),1991,Capcom
sf2uf,sf2,Street Fighter II - The World Warrior (US 910411),1991,Capcom
sf2ui,sf2,Street Fighter II - The World Warrior (US 910522),1991,Capcom
sf2uk,sf2,Street Fighter II - The World Warrior (US 911101),1991,Capcom
sf2j,sf2,Street Fighter II - The World Warrior (Japan 911210),1991,Capcom
sf2ja,sf2,Street Fighter II - The World Warrior (Japan 910214),1991,Capcom
sf2jc,sf2,Street Fighter II - The World Warrior (Japan 910306),1991,Capcom
3wonders,,Three Wonders (World 910520),1991,Capcom
3wonderu,3wonders,Three Wonders (US 910520),1991,Capcom
wonder3,3wonders,Wonder 3 (Japan 910520),1991,Capcom
kod,,The King of Dragons (World 910711),1991,Capcom
kodu,kod,The King of Dragons (US 910910),1991,Capcom
kodj,kod,The King of Dragons (Japan 910805),1991,Capcom
kodb,kod,The King of Dragons (bootleg),1991,Capcom
captcomm,,Captain Commando (World 911014),1991,Capcom
captcomu,captcomm,Captain Commando (US 910928),1991,Capcom
captcomj,captcomm,Captain Commando (Japan 911202),1991,Capcom
knights,,Knights of the Round (World 911127),1991,Capcom
knightsu,knights,Knights of the Round (US 911127),1991,Capcom
knightsj,knights,Knights of the Round (Japan 911127),1991,Capcom
sf2ce,,Street Fighter II' - Champion Edition (World 920313),1992,Capcom
sf2ceua,sf2ce,Street Fighter II' - Champion Edition (US 920313),1992,Capcom
sf2ceub,sf2ce,Street Fighter II' - Champion Edition (US 920513),1992,Capcom
sf2ceuc,sf2ce,Street Fighter II' - Champion Edition (US 920803),1992,Capcom
sf2cej,sf2ce,Street Fighter II' - Champion Edition (Japan 920513),1992,Capcom
sf2rb,sf2ce,Street Fighter II' - Champion Edition (Rainbow set 1),1992,bootleg
sf2rb2,sf2ce,Street Fighter II' - Champion Edition (Rainbow set 2),1992,bootleg
sf2red,sf2ce,Street Fighter II' - Champion Edition (Red Wave),1992,bootleg
sf2v004,sf2ce,Street Fighter II! - Champion Edition (V004),1992,bootleg
sf2accp2,sf2ce,Street Fighter II' - Champion Edition (Accelerator Pt.II),1992,bootleg
sf2m1,sf2ce,Street Fighter II' - Champion Edition (M1),1992,bootleg
sf2m2,sf2ce,Street Fighter II' - Champion Edition (M2),1992,bootleg
sf2m3,sf2ce,Street Fighter II' - Champion Edition (M3),1992,bootleg
sf2m4,sf2ce,Street Fighter II' - Champion Edition (M4),1992,bootleg
sf2m5,sf2ce,Street Fighter II' - Champion Edition (M5),1992,bootleg
sf2m6,sf2ce,Street Fighter II' - Champion Edition (M6),1992,bootleg
sf2m7,sf2ce,Street Fighter II' - Champion Edition (M7),1992,bootleg
sf2yyc,sf2ce,Street Fighter II' - Champion Edition (YYC),1992,bootleg
sf2koryu,sf2ce,Street Fighter II' - Champion Edition (Kouryu),1992,bootleg
varth,,Varth - Operation Thunderstorm (World 920612),1992,Capcom
varthu,varth,Varth - Operation Thunderstorm (US 920612),1992,Capcom (Romstar license)
varthj,varth,Varth - Operation Thunderstorm (Japan 920714),1992,Capcom
cworld2j,,Capcom World 2 (Japan 920611),1992,Capcom
wof,,Warriors of Fate (World 921002),1992,Capcom
wofa,wof,Sangokushi II (Asia 921005),1992,Capcom
wofu,wof,Warriors of Fate (US 921031),1992,Capcom
wofj,wof,Tenchi wo Kurau II - Sekiheki no Tatakai (Japan 921031),1992,Capcom
sf2t,sf2ce,Street Fighter II' - Hyper Fighting (US 921209),1992,Capcom
sf2tj,sf2ce,Street Fighter II' Turbo - Hyper Fighting (Japan 921209),1992,Capcom
dino,,Cadillacs and Dinosaurs (World 930201),1993,Capcom
dinou,dino,Cadillacs and Dinosaurs (US 930201),1993,Capcom
dinoj,dino,Cadillacs Kyouryuu-Shinseiki (Japan 930201),1993,Capcom
punisher,,The Punisher (World 930422),1993,Capcom
punishru,punisher,The Punisher (US 930422),1993,Capcom
punishrj,punisher,The Punisher (Japan 930422),1993,Capcom
slammast,,Saturday Night Slam Masters (World 930713),1993,Capcom
slammasu,slammast,Saturday Night Slam Masters (US 930713),1993,Capcom
mbomberj,slammast,Muscle Bomber - The Body Explosion (Japan 930713),1993,Capcom
mbombrd,slammast,Muscle Bomber Duo - Ultimate Team Battle (World 931206),1993,Capcom
mbombrdj,slammast,Muscle Bomber Duo - Heat Up Warriors (Japan 931206),1993,Capcom
pnickj,,Pnickies (Japan 940608),1994,Compile (Capcom license)
qad,,Quiz and Dragons (US 920701),1992,Capcom
qadj,qad,Quiz and Dragons (Japan 940921),1994,Capcom
qtono2,,Quiz Tonosama no Yabou 2 Zenkoku-ban (Japan 950123),1995,Capcom
pang3,,Pang! 3 (Euro 950511),1995,Mitchell
pang3j,pang3,Pang! 3 (Japan 950511),1995,Mitchell
megaman,,Mega Man - The Power Battle (CPS1 Asia 951006),1995,Capcom
rockmanj,megaman,Rockman - The Power Battle (CPS1 Japan 950922),1995,Capcom
gulunpa,,Gulun.Pa! (Japan 931220 L Prototype),1993,Capcom
wofch,,"Tenchi wo Kurau II: Sekiheki no Tatakai (CPS Changer, Japan 921031)",1994,Capcom
ssf2,,Super Street Fighter 2: The New Challengers (World 930911),1993,Capcom
ssf2u,ssf2,Super Street Fighter 2: The New Challengers (USA 930911),1993,Capcom
ssf2a,ssf2,Super Street Fighter 2: The New Challengers (Asia 931005),1993,Capcom
ssf2ar1,ssf2,Super Street Fighter 2: The New Challengers (Asia 930914),1993,Capcom
ssf2j,ssf2,Super Street Fighter 2: The New Challengers (Japan 931005),1993,Capcom
ssf2jr1,ssf2,Super Street Fighter 2: The New Challengers (Japan 930911),1993,Capcom
ssf2jr2,ssf2,Super Street Fighter 2: The New Challengers (Japan 930910),1993,Capcom
ssf2tb,ssf2,Super Street Fighter 2: The Tournament Battle (World 931119),1993,Capcom
ssf2tbj,ssf2,Super Street Fighter 2: The Tournament Battle (Japan 930910),1993,Capcom
ecofghtr,,Eco Fighters (World 931203),1993,Capcom
ecofghta,ecofghtr,Eco Fighters (Asia 931203),1993,Capcom
uecology,ecofghtr,Ultimate Ecology (Japan 931203),1993,Capcom
ddtod,,Dungeons and Dragons: Tower of Doom (Euro 940412),1993,Capcom
ddtodu,ddtod,Dungeons and Dragons: Tower of Doom (USA 940125),1993,Capcom
ddtodur1,ddtod,Dungeons and Dragons: Tower of Doom (USA 940113),1993,Capcom
ddtodj,ddtod,Dungeons and Dragons: Tower of Doom (Japan 940113),1993,Capcom
ddtoda,ddtod,Dungeons and Dragons: Tower of Doom (Asia 940113),1993,Capcom
ddtodh,ddtod,Dungeons and Dragons: Tower of Doom (Hispanic 940125),1993,Capcom
ssf2t,ssf2,Super Street Fighter 2 Turbo (World 940223),1994,Capcom
ssf2tu,ssf2,Super Street Fighter 2 Turbo (USA 940323),1994,Capcom
ssf2tur1,ssf2,Super Street Fighter 2 Turbo (USA 940223),1994,Capcom
ssf2ta,ssf2,Super Street Fighter 2 Turbo (Asia 940223),1994,Capcom
ssf2xj,ssf2,Super Street Fighter 2 X: Grand Master Challenge (Japan 940223),1994,Capcom
avsp,,Alien vs. Predator (Euro 940520),1994,Capcom
avspu,avsp,Alien vs. Predator (USA 940520),1994,Capcom
avspj,avsp,Alien vs. Predator (Japan 940520),1994,Capcom
avspa,avsp,Alien vs. Predator (Asia 940520),1994,Capcom
dstlk,,Darkstalkers: The Night Warriors (Euro 940705),1994,Capcom
dstlku,dstlk,Darkstalkers: The Night Warriors (USA 940818),1994,Capcom
dstlkur1,dstlk,Darkstalkers: The Night Warriors (USA 940705),1994,Capcom
dstlka,dstlk,Darkstalkers: The Night Warriors (Asia 940705),1994,Capcom
vampj,dstlk,Vampire: The Night Warriors (Japan 940705),1994,Capcom
vampja,dstlk,Vampire: The Night Warriors (Japan 940705 alt),1994,Capcom
vampjr1,dstlk,Vampire: The Night Warriors (Japan 940630),1994,Capcom
ringdest,,Ring of Destruction: Slammasters II (Euro 940902),1994,Capcom
smbomb,ringdest,Super Muscle Bomber: The International Blowout (Japan 940831),1994,Capcom
smbombr1,ringdest,Super Muscle Bomber: The International Blowout (Japan 940808),1994,Capcom
armwar,,Armored Warriors (Euro 941011),1994,Capcom
armwaru,armwar,Armored Warriors (USA 941024),1994,Capcom
pgear,armwar,Powered Gear: Strategic Variant Armor Equipment (Japan 941024),1994,Capcom
pgearr1,armwar,Powered Gear: Strategic Variant Armor Equipment (Japan 940916),1994,Capcom
armwara,armwar,Armored Warriors (Asia 940920),1994,Capcom
xmcota,,X-Men: Children of the Atom (Euro 950105),1994,Capcom
xmcotau,xmcota,X-Men: Children of the Atom (USA 950105),1994,Capcom
xmcotah,xmcota,X-Men: Children of the Atom (Hispanic 950331),1994,Capcom
xmcotaj,xmcota,X-Men: Children of the Atom (Japan 941219),1994,Capcom
xmcotaj1,xmcota,X-Men: Children of the Atom (Japan 941217),1994,Capcom
xmcotaa,xmcota,X-Men: Children of the Atom (Asia 941217),1994,Capcom
xmcotajr,xmcota,X-Men: Children of the Atom (Japan 941208 rent version),1994,Capcom
nwarr,,Night Warriors: Darkstalkers' Revenge (USA 950406),1995,Capcom
nwarrh,nwarr,Night Warriors: Darkstalkers' Revenge (Hispanic 950403),1995,Capcom
nwarrb,nwarr,Night Warriors: Darkstalkers' Revenge (Brazil 950403),1995,Capcom
vhuntj,nwarr,Vampire Hunter: Darkstalkers' Revenge (Japan 950316),1995,Capcom
vhuntjr1,nwarr,Vampire Hunter: Darkstalkers' Revenge (Japan 950302),1995,Capcom
cybots,,Cyberbots: Fullmetal Madness (USA 950424),1995,Capcom
cybotsj,cybots,Cyberbots: Fullmetal Madness (Japan 950420),1995,Capcom
sfa,,Street Fighter Alpha: Warriors' Dreams (Euro 950727),1995,Capcom
sfar1,sfa,Street Fighter Alpha: Warriors' Dreams (Euro 950718),1995,Capcom
sfar2,sfa,Street Fighter Alpha: Warriors' Dreams (Euro 950605),1995,Capcom
sfau,sfa,Street Fighter Alpha: Warriors' Dreams (USA 950627),1995,Capcom
sfzj,sfa,Street Fighter Zero (Japan 950727),1995,Capcom
sfzjr1,sfa,Street Fighter Zero (Japan 950627),1995,Capcom
sfzjr2,sfa,Street Fighter Zero (Japan 950605),1995,Capcom
sfzh,sfa,Street Fighter Zero (Hispanic 950627),1995,Capcom
sfzb,sfa,Street Fighter Zero (Brazil 951109),1995,Capcom
msh,,Marvel Super Heroes (Euro 951024),1995,Capcom
mshu,msh,Marvel Super Heroes (USA 951024),1995,Capcom
mshj,msh,Marvel Super Heroes (Japan 951024),1995,Capcom
msha,msh,Marvel Super Heroes (Asia 951024),1995,Capcom
mshh,msh,Marvel Super Heroes (Hispanic 951117),1995,Capcom
mshb,msh,Marvel Super Heroes (Brazil 951117),1995,Capcom
19xx,,19XX: The War Against Destiny (USA 951207),1996,Capcom
19xxj,19xx,19XX: The War Against Destiny (Japan 951225),1996,Capcom
19xxjr1,19xx,19XX: The War Against Destiny (Japan 951207),1996,Capcom
19xxa,19xx,19XX: The War Against Destiny (Asia 951207),1996,Capcom
19xxh,19xx,19XX: The War Against Destiny (Hispanic 951218),1996,Capcom
ddsom,,Dungeons and Dragons: Shadow over Mystara (Euro 960619),1996,Capcom
ddsomr1,ddsom,Dungeons and Dragons: Shadow over Mystara (Euro 960209),1996,Capcom
ddsomu,ddsom,Dungeons and Dragons: Shadow over Mystara (USA 960619),1996,Capcom
ddsomur1,ddsom,Dungeons and Dragons: Shadow over Mystara (USA 960209),1996,Capcom
ddsomjr1,ddsom,Dungeons and Dragons: Shadow over Mystara (Japan 960206),1996,Capcom
ddsomj,ddsom,Dungeons and Dragons: Shadow over Mystara (Japan 960619),1996,Capcom
ddsoma,ddsom,Dungeons and Dragons: Shadow over Mystara (Asia 960619),1996,Capcom
sfa2,,Street Fighter Alpha 2 (USA 960306),1996,Capcom
sfz2j,sfa2,Street Fighter Zero 2 (Japan 960227),1996,Capcom
sfz2a,sfa2,Street Fighter Zero 2 (Asia 960227),1996,Capcom
sfz2b,sfa2,Street Fighter Zero 2 (Brazil 960531),1996,Capcom
sfz2br1,sfa2,Street Fighter Zero 2 (Brazil 960304),1996,Capcom
spf2t,,Super Puzzle Fighter 2 Turbo (USA 960620),1996,Capcom
spf2xj,spf2t,Super Puzzle Fighter 2 X (Japan 960531),1996,Capcom
qndream,,Quiz Nanairo Dreams: Nijiirochou no Kiseki (Japan 960826),1996,Capcom
megaman2,,Mega Man 2: The Power Fighters (USA 960708),1996,Capcom
megamn2a,megaman2,Mega Man 2: The Power Fighters (Asia 960708),1996,Capcom
rckman2j,megaman2,Rockman 2: The Power Fighters (Japan 960708),1996,Capcom
sfz2aj,sfa2,Street Fighter Zero 2 Alpha (Japan 960805),1996,Capcom
sfz2ah,sfa2,Street Fighter Zero 2 Alpha (Hispanic 960813),1996,Capcom
sfz2ab,sfa2,Street Fighter Zero 2 Alpha (Brazil 960813),1996,Capcom
sfz2aa,sfa2,Street Fighter Zero 2 Alpha (Asia 960826),1996,Capcom
xmvsf,,X-Men Vs. Street Fighter (Euro 960910),1996,Capcom
xmvsfu,xmvsf,X-Men Vs. Street Fighter (USA 961023),1996,Capcom
xmvsfur1,xmvsf,X-Men Vs. Street Fighter (USA 961004),1996,Capcom
xmvsfj,xmvsf,X-Men Vs. Street Fighter (Japan 961004),1996,Capcom
xmvsfjr1,xmvsf,X-Men Vs. Street Fighter (Japan 960910),1996,Capcom
xmvsfjr2,xmvsf,X-Men Vs. Street Fighter (Japan 960909),1996,Capcom
xmvsfa,xmvsf,X-Men Vs. Street Fighter (Asia 961023),1996,Capcom
xmvsfh,xmvsf,X-Men Vs. Street Fighter (Hispanic 961004),1996,Capcom
xmvsfb,xmvsf,X-Men Vs. Street Fighter (Brazil 961023),1996,Capcom
batcir,,Battle Circuit (Euro 970319),1997,Capcom
batcirj,batcir,Battle Circuit (Japan 970319),1997,Capcom
batcira,batcir,Battle Circuit (Asia 970319),1997,Capcom
vsav,,Vampire Savior: The Lord of Vampire (Euro 970519),1997,Capcom
vsavu,vsav,Vampire Savior: The Lord of Vampire (USA 970519),1997,Capcom
vsavj,vsav,Vampire Savior: The Lord of Vampire (Japan 970519),1997,Capcom
vsava,vsav,Vampire Savior: The Lord of Vampire (Asia 970519),1997,Capcom
vsavh,vsav,Vampire Savior: The Lord of Vampire (Hispanic 970519),1997,Capcom
mshvsf,,Marvel Super Heroes Vs. Street Fighter (USA 970827),1997,Capcom
mshvsfu1,mshvsf,Marvel Super Heroes Vs. Street Fighter (USA 970625),1997,Capcom
mshvsfj,mshvsf,Marvel Super Heroes Vs. Street Fighter (Japan 970707),1997,Capcom
mshvsfj1,mshvsf,Marvel Super Heroes Vs. Street Fighter (Japan 970702),1997,Capcom
mshvsfj2,mshvsf,Marvel Super Heroes Vs. Street Fighter (Japan 970625),1997,Capcom
mshvsfh,mshvsf,Marvel Super Heroes Vs. Street Fighter (Hispanic 970625),1997,Capcom
mshvsfa,mshvsf,Marvel Super Heroes Vs. Street Fighter (Asia 970625),1997,Capcom
mshvsfa1,mshvsf,Marvel Super Heroes Vs. Street Fighter (Asia 970620),1997,Capcom
mshvsfb,mshvsf,Marvel Super Heroes Vs. Street Fighter (Brazil 970827),1997,Capcom
mshvsfb1,mshvsf,Marvel Super Heroes Vs. Street Fighter (Brazil 970625),1997,Capcom
csclub,,Capcom Sports Club (Euro 970722),1997,Capcom
csclubj,csclub,Capcom Sports Club (Japan 970722),1997,Capcom
cscluba,csclub,Capcom Sports Club (Asia 970722),1997,Capcom
csclubh,csclub,Capcom Sports Club (Hispanic 970722),1997,Capcom
sgemf,,Super Gem Fighter Mini Mix (USA 970904),1997,Capcom
pfghtj,sgemf,Pocket Fighter (Japan 970904),1997,Capcom
sgemfa,sgemf,Super Gem Fighter: Mini Mix (Asia 970904),1997,Capcom
sgemfh,sgemf,Super Gem Fighter: Mini Mix (Hispanic 970904),1997,Capcom
vhunt2r1,vhunt2,Vampire Hunter 2: Darkstalkers Revenge (Japan 970913),1997,Capcom
vhunt2,,Vampire Hunter 2: Darkstalkers Revenge (Japan 970929),1997,Capcom
vsav2,,Vampire Savior 2: The Lord of Vampire (Japan 970913),1997,Capcom
mvsc,,Marvel Vs. Capcom: Clash of Super Heroes (USA 980123),1998,Capcom
mvscj,mvsc,Marvel Vs. Capcom: Clash of Super Heroes (Japan 980123),1998,Capcom
mvscjr1,mvsc,Marvel Vs. Capcom: Clash of Super Heroes (Japan 980112),1998,Capcom
mvsca,mvsc,Marvel Vs. Capcom: Clash of Super Heroes (Asia 980112),1998,Capcom
mvsch,mvsc,Marvel Vs. Capcom: Clash of Super Heroes (Hispanic 980123),1998,Capcom
sfa3,,Street Fighter Alpha 3 (USA 980904),1998,Capcom
sfa3r1,sfa3,Street Fighter Alpha 3 (USA 980629),1998,Capcom
sfz3j,sfa3,Street Fighter Zero 3 (Japan 980727),1998,Capcom
sfz3jr1,sfa3,Street Fighter Zero 3 (Japan 980629),1998,Capcom
sfz3a,sfa3,Street Fighter Zero 3 (Asia 980701),1998,Capcom
hsf2a,,Hyper Street Fighter II: The Anniversary Edition (Asia 040202),2004,Capcom
gigawing,,Giga Wing (USA 990222),1999,"Capcom, supported by Takumi"
gwingj,gigawing,Giga Wing (Japan 990223),1999,"Capcom, supported by Takumi"
dimahoo,,Dimahoo (USA 000121),2000,"Eighting/Raizing, distributed by Capcom"
gmahou,dimahoo,Great Mahou Daisakusen (Japan 000121),2000,"Eighting/Raizing, distributed by Capcom"
mmatrix,,Mars Matrix: Hyper Solid Shooting (USA 000412),2000,"Capcom, supported by Takumi"
mmatrixj,mmatrix,Mars Matrix: Hyper Solid Shooting (Japan 000412),2000,"Capcom, supported by Takumi"
1944,,1944: The Loop Master (USA 000620),2000,"Capcom, supported by Eighting/Raizing"
1944j,1944,1944: The Loop Master (Japan 000620),2000,"Capcom, supported by Eighting/Raizing"
mpangj,,Mighty! Pang (Japan 001011),2000,"Mitchell, distributed by Capcom"
progear,,Progear (USA 010117),2001,"Cave, distributed by Capcom"
progearj,progear,Progear No Arashi (Japan 010117),2001,"Cave, distributed by Capcom"
pzloop2j,,Puzz Loop 2 (Japan 010226),2001,"Mitchell, distributed by Capcom"
ts2,,Battle Arena Toshinden 2 (USA 951124),1995,Capcom/Takara
ts2j,ts2,Battle Arena Toshinden 2 (JAPAN 951124),1995,Capcom/Takara
starglad,,Star Gladiator (USA 960627),1996,Capcom/
sfex,,Street Fighter EX (ASIA 961219),1996,Capcom/Arika
sfexj,sfex,Street Fighter EX (JAPAN 961130),1996,Capcom/Arika
glpracr,,Gallop Racer (JAPAN Ver 9.01.12),1996,Tecmo
sfexp,,Street Fighter EX Plus (USA 970311),1997,Capcom/Arika
sfexpj,sfexp,Street Fighter EX Plus (JAPAN 970311),1997,Capcom/Arika
rvschool,,Rival Schools (ASIA 971117),1997,Capcom
jgakuen,rvschool,Justice Gakuen (JAPAN 971117),1997,Capcom
tgmj,,Tetris The Grand Master (JAPAN 980710),1998,Capcom/Akira
sfex2,,Street Fighter EX 2 (JAPAN 980312),1998,Capcom/Arika
sg2j,,Star Gladiator 2 (JAPAN 980316),1998,Capcom
techromn,,Tech Romancer (USA 980914),1998,Capcom
kikaioh,techromn,Kikaioh (JAPAN 980914),1998,Capcom
sfex2p,sfex2,Street Fighter EX 2 Plus (JAPAN 990611),1999,Capcom/Arika
strider2,,Strider 2 (USA 991213),1999,Capcom
stridr2a,strider2,Strider 2 (ASIA 991213),1999,Capcom
shiryu2,strider2,Strider Hiryu 2 (JAPAN 991213),1999,Capcom
glpracr2,,Gallop Racer 2 (USA),1997,Tecmo
glprac2j,glpracr2,Gallop Racer 2 (JAPAN),1997,Tecmo
glprac2l,glpracr2,Gallop Racer 2 Link HW (JAPAN),1997,Tecmo
doapp,,Dead Or Alive ++ (JAPAN),1998,Tecmo
tondemo,,Tondemo Crisis (JAPAN),1999,Tecmo
brvblade,,Brave Blade (JAPAN),2000,Eighting/Raizing
beastrzr,,Beastorizer,1997,Eighting/Raizing
primrag2,,Primal Rage 2,1996,Atari
nbajamex,,NBA Jam Extreme,1996,Acclaim
jdredd,,Judge Dredd (Rev C),1996,Acclaim
jdreddb,jdredd,Judge Dredd (Rev B),1996,Acclaim
sncwgltd,,Sonic Wings Limited (JAPAN),1996,Video System
psyforce,,Psychic Force (JAPAN),1995,Taito
sfchamp,,Super Football Champ (JAPAN),1995,Taito
mgcldate,,Magical Date (JAPAN) set 1,1996,Taito
mgcldtea,mgcldate,Magical Date (JAPAN) set 2,1996,Taito
raystorm,,Ray Storm (JAPAN),1996,Taito
ftimpcta,,Fighter's Impact Ace (JAPAN),1996,Taito
gdarius,,G-Darius (JAPAN),1997,Taito
gdarius2,gdarius,G-Darius Ver.2 (JAPAN),1997,Taito
beastrzb,,Beastorizer (bootleg),1997,Eighting/Raizing
tekken,,Tekken (TE4-VER.C),1994,Namco
tekkena,tekken,Tekken (TE2-VER.B),1994,Namco
tekkenb,tekken,Tekken (TE1-VER.B),1994,Namco
tekken2,,Tekken 2 Ver.B (TES3-VER.B),1995,Namco
tekken2a,tekken2,Tekken 2 Ver.B (TES2-VER.B),1995,Namco
tekken2b,tekken2,Tekken 2 (TES2-VER.A),1995,Namco
souledge,,Soul Edge Ver. II (SO4-VER.C),1996,Namco
souledga,souledge,Soul Edge (SO3-VER.A),1995,Namco
souledgb,souledge,Soul Edge (SO1-VER.A),1995,Namco
dunkmnia,,Dunk Mania (DM1-VER.C),1995,Namco
xevi3dg,,Xevious 3D-G (XV31-VER.A),1995,Namco
primglex,,Prime Goal EX (PG1-VER.A),1996,Namco
danceyes,,Dancing Eyes (DC1-VER.A),1996,Namco
starswep,,Star Sweep (STP1-VER.A),1997,Axela/Namco
myangel3,,Kosodate Quiz My Angel 3 (KQT1-VER.A),1998,Namco
tekken3,,Tekken 3 (TET1-VER.E),1996,Namco
soulclbr,,Soul Calibur (SOC1-VER.A),1998,Namco
ehrgeiz,,Ehrgeiz (EG3-VER.A),1998,Square/Namco
mdhorse,,Derby Quiz My Dream Horse (MDH1-VER.A),1998,Namco
fgtlayer,,Fighting Layer (FTL1-VER.A),1998,Arika/Namco
pacapp,,Paca Paca Passion (PPP1-VERA),1999,Produce/Namco
sws99,,Super World Stadium '99 (SS91-VER.A),1999,Namco
tekkentt,,Tekken Tag Tournament (TEG3-VER.B),1999,Namco
mrdrillr,,Mr Driller (DRI1-VER.A),1999,Namco
aquarush,,Aqua Rush (AQ1-VER.A),1999,Namco
golgo13,,Golgo 13 (GLG1-VER.A),1999,Raizing/Namco
mrdrilr2,,Mr Driller 2,2000,Namco
cryptklr,,Crypt Killer (ver. UAA),1995,Konami
mgakuen,,Mahjong Gakuen,1988,Yuga
7toitsu,mgakuen,Chi-Toitsu,1988,Yuga
mgakuen2,,Mahjong Gakuen 2 Gakuen-chou no Fukushuu,1989,Face
pkladies,,Poker Ladies,1989,Mitchell
