name,cloneof,description,year,manufacturer
tshingena,tshingen,"Takeda Shingen (Japan, Japanese)",1988,Jaleco
tangtang,,"Tang Tang (ver. 0526, 26/05/2000)",2000,ESD
tankbust,,Tank Busters,1985,Valadon Automation
tankfrcej,tankfrce,Tank Force (Japan),1991,Namco
tankfrce,,"Tank Force (US, 2 Players)",1991,Namco
tankfrce4,tankfrce,"Tank Force (US, 4 Players)",1991,Namco
taotaido,,Tao Taido (set 1),1993,Video System Co.
taotaidoa,taotaido,Tao Taido (set 2),1993,Video System Co.
tapperg,tapper,"Tapper (Budweiser, 1/27/84 - Alternate graphics)",1983,Bally Midway
tapper,,"Tapper (Budweiser, 1/27/84)",1983,Bally Midway
tappera,tapper,"Tapper (Budweiser, 12/9/83)",1983,Bally Midway
tapperb,tapper,"Tapper (Budweiser, Date Unknown)",1983,Bally Midway
rbtapper,tapper,Tapper (Root Beer),1984,Bally Midway
sutapper,tapper,Tapper (Suntory),1983,Bally Midway
targeth10,targeth,"Target Hits (ver 1.0, Checksum FBCB)",1994,Gaelco
targeth,,"Target Hits (ver 1.1, Checksum 5152)",1994,Gaelco
targetha,targeth,"Target Hits (ver 1.1, Checksum 86E1)",1994,Gaelco
tharrieru,tharrier,Task Force Harrier (US),1989,UPL (American Sammy license)
tharrier,,Task Force Harrier,1989,UPL
joemac,cninja,Tatakae Genshizin Joe &amp; Mac (Japan ver 1),1991,Data East Corporation
bigfghtr,skyrobo,Tatakae! Big Fighter (Japan),1989,Nichibutsu
trojanj,trojan,Tatakai no Banka (Japan),1986,Capcom
tattassa,tattass,Tattoo Assassins (Asia prototype),1994,Data East Pinball
tattass,,Tattoo Assassins (US prototype),1994,Data East Pinball
tazzmang2,tazmania,Tazz-Mania (bootleg on Galaxian hardware with Starfield),1982,bootleg
tazzmang,tazmania,Tazz-Mania (bootleg on Galaxian hardware),1982,bootleg
tazmania,,Tazz-Mania (set 1),1982,Stern
tazmani2,tazmania,Tazz-Mania (set 2),1982,Stern
tbowlj,tbowl,Tecmo Bowl (Japan),1987,Tecmo
tbowlp,tbowl,"Tecmo Bowl (World, prototype?)",1987,Tecmo
tbowl,,"Tecmo Bowl (World, set 1)",1987,Tecmo
tbowla,tbowl,"Tecmo Bowl (World, set 2)",1987,Tecmo
tknight,wildfang,Tecmo Knight,1989,Tecmo
twsoc96,,Tecmo World Soccer '96,1996,Tecmo
teddybb,,"TeddyBoy Blues (315-5115, New Ver.)",1985,Sega
teddybbo,teddybb,"TeddyBoy Blues (315-5115, Old Ver.)",1985,Sega
teddybbobl,teddybb,TeddyBoy Blues (bootleg),1985,bootleg
tmht2pa,tmnt,"Teenage Mutant Hero Turtles (UK 2 Players, version ?)",1989,Konami
tmht2p,tmnt,"Teenage Mutant Hero Turtles (UK 2 Players, version U)",1989,Konami
tmhtb,tmnt,"Teenage Mutant Hero Turtles (UK 4 Players, version ?)",1989,Konami
tmht,tmnt,"Teenage Mutant Hero Turtles (UK 4 Players, version F)",1989,Konami
tmhta,tmnt,"Teenage Mutant Hero Turtles (UK 4 Players, version S)",1989,Konami
tmht22pe,tmnt2,Teenage Mutant Hero Turtles - Turtles in Time (2 Players ver. EBA),1991,Konami
tmht24pe,tmnt2,Teenage Mutant Hero Turtles - Turtles in Time (4 Players ver. EAA),1991,Konami
tmnta,tmnt,"Teenage Mutant Ninja Turtles (Asia 4 Players, version ?)",1990,Konami
tmnti,,Teenage Mutant Ninja Turtles (FMV Demo),2009,Sergi
tmntia,tmnti,"Teenage Mutant Ninja Turtles (FMV Demo, alt)",2009,Sergi
tmnt2pj,tmnt,"Teenage Mutant Ninja Turtles (Japan 2 Players, version 1)",1990,Konami
tmntj,tmnt,"Teenage Mutant Ninja Turtles (Japan 4 Players, version 2)",1990,Konami
tmnt2po,tmnt,"Teenage Mutant Ninja Turtles (Oceania 2 Players, version ?)",1989,Konami
tmntuc,tmnt,"Teenage Mutant Ninja Turtles (US 4 Players, version H)",1989,Konami
tmntub,tmnt,"Teenage Mutant Ninja Turtles (US 4 Players, version J)",1989,Konami
tmntua,tmnt,"Teenage Mutant Ninja Turtles (US 4 Players, version N)",1989,Konami
tmntu,tmnt,"Teenage Mutant Ninja Turtles (US 4 Players, version R)",1989,Konami
tmnt,,"Teenage Mutant Ninja Turtles (World 4 Players, version X)",1989,Konami
tmnt22pu,tmnt2,Teenage Mutant Ninja Turtles - Turtles in Time (2 Players ver. UDA),1991,Konami
tmnt2a,tmnt2,Teenage Mutant Ninja Turtles - Turtles in Time (4 Players ver. ADA),1991,Konami
tmnt2,,Teenage Mutant Ninja Turtles - Turtles in Time (4 Players ver. UAA),1991,Konami
tmnt24pu,tmnt2,Teenage Mutant Ninja Turtles - Turtles in Time (4 Players ver. UEA),1991,Konami
tekipakit,tekipaki,Teki Paki (location test),1991,Toaplan
tekipaki,,Teki Paki,1991,Toaplan
teljan,,Tel Jan,1999,Electro Design
temped,tempest,TempEd,2000,hack
tempest1,tempest,Tempest (rev 1),1980,Atari
tempest1r,tempest,"Tempest (rev 1, Revised Hardware)",1980,Atari
tempest2,tempest,Tempest (rev 2),1980,Atari
tempest3,tempest,Tempest (rev 3),1980,Atari
tempest,,"Tempest (rev 3, Revised Hardware)",1980,Atari
tempall,tempest,Tempest All Levels,2000,hack
temptube,tempest,Tempest Tubes,1980,hack (Duncan Brown)
temptwst,tempest,Tempest Twisted,2000,Twisty
dynwarjr,dynwar,Tenchi wo Kurau (Japan Resale Ver.),1989,Capcom
dynwarj,dynwar,Tenchi wo Kurau (Japan),1989,Capcom
wofj,wof,Tenchi wo Kurau II - Sekiheki no Tatakai (921031 Japan),1992,Capcom
wofch,,"Tenchi wo Kurau II - Sekiheki no Tatakai (CPS Changer, 921031 Japan)",1992,Capcom
wofjh,wof,"Tenchi wo Kurau II - Sekiheki no Tatakai (hack, 921031 Japan)",1992,hack
wofjdr,wof,Tenchi wo Kurau II - Sekiheki no Tatakai (Master Edition),2022,hack
wofchp,wofch,Tenchi wo Kurau II - Sekiheki no Tatakai (PS/SS Version),2019,hack
tengai,,Tengai (World),1996,Psikyo
term2lg1,term2,"Terminator 2 - Judgment Day (German, rev LG1 11/04/91)",1991,Midway
term2pa2,term2,"Terminator 2 - Judgment Day (prototype, rev PA2 10/18/91)",1991,Midway
term2la1,term2,Terminator 2 - Judgment Day (rev LA1 11/01/91),1991,Midway
term2la2,term2,Terminator 2 - Judgment Day (rev LA2 12/09/91),1991,Midway
term2la3,term2,Terminator 2 - Judgment Day (rev LA3 03/27/92),1991,Midway
term2,,Terminator 2 - Judgment Day (rev LA4 08/03/92),1991,Midway
terracren,terracre,Terra Cresta (YM2203),1985,Nichibutsu
terracre,,Terra Cresta (YM3526 set 1),1985,Nichibutsu
terracreo,terracre,Terra Cresta (YM3526 set 2),1985,Nichibutsu
terracrea,terracre,Terra Cresta (YM3526 set 3),1985,Nichibutsu
terrafj,terraf,Terra Force (Japan),1987,Nichibutsu Japan
terrafb,terraf,"Terra Force (Japan, bootleg set 2)",1987,bootleg
terrafjb,terraf,"Terra Force (Japan, bootleg with additional Z80)",1987,bootleg
terrafu,terraf,Terra Force (US),1987,Nichibutsu USA
terraf,,Terra Force,1987,Nichibutsu
cterrani,,Terranean (DECO Cassette) (US),1981,Data East Corporation
ctsttape,,Test Tape (DECO Cassette) (US),1981,Data East Corporation
atetrisb,atetris,Tetris (bootleg set 1),1988,bootleg
atetrisb2,atetris,Tetris (bootleg set 2),1988,bootleg
tetrisbl,tetris,Tetris (bootleg),1988,bootleg
atetrisc,atetris,Tetris (cocktail set 1),1989,Atari Games
atetrisc2,atetris,Tetris (cocktail set 2),1989,Atari Games
tetrsark,,Tetris (D.R. Korea),198?,D.R. Korea
tetrista,tetris,"Tetris (Japan, B-System, YM2203)",1989,Sega
tetrist,tetris,"Tetris (Japan, B-System, YM2610)",1989,Sega
tetrisse,,"Tetris (Japan, System E)",1988,Sega
tetristh,tetris,"Tetris (Japan, Taito H-System)",1988,Sega
atetris,,Tetris (set 1),1988,Atari Games
tetris1d,tetris,"Tetris (set 1, Japan, System 16B, FD1094 317-0091 decrypted)",1988,Sega
tetris1,tetris,"Tetris (set 1, Japan, System 16B, FD1094 317-0091)",1988,Sega
atetrisa,atetris,Tetris (set 2),1988,Atari Games
tetris2d,tetris,"Tetris (set 2, Japan, System 16B, FD1094 317-0092 decrypted)",1988,Sega
tetris2,tetris,"Tetris (set 2, Japan, System 16B, FD1094 317-0092)",1988,Sega
tetris3d,tetris,"Tetris (set 3, Japan, System 16A, FD1094 317-0093a decrypted)",1988,Sega
tetris3,tetris,"Tetris (set 3, Japan, System 16A, FD1094 317-0093a)",1988,Sega
tetrisd,tetris,"Tetris (set 4, Japan, System 16A, FD1094 317-0093 decrypted)",1988,Sega
tetris,,"Tetris (set 4, Japan, System 16A, FD1094 317-0093)",1988,Sega
tetrbx,,Tetris / Bloxeed (Korean System 16 bootleg) (ISG Selection Master Type 2006),2006,ISG
tetrisp,,Tetris Plus (ver 1.0),1995,Jaleco / BPS
tetrisp2ja,tetrisp2,"Tetris Plus 2 (Japan, V2.1)",1997,Jaleco / The Tetris Company
tetrisp2j,tetrisp2,"Tetris Plus 2 (Japan, V2.2)",1997,Jaleco / The Tetris Company
tp2m32,tetrisp2,"Tetris Plus 2 (ver 1.0, MegaSystem 32 Version)",1997,Jaleco
tetrisp2a,tetrisp2,"Tetris Plus 2 (World, V2.7)",1997,Jaleco / The Tetris Company
tetrisp2,,"Tetris Plus 2 (World, V2.8)",1997,Jaleco / The Tetris Company
tgm2p,tgm2,Tetris the Absolute The Grand Master 2 Plus,2000,Arika
tgm2,,Tetris the Absolute The Grand Master 2,2000,Arika
thoop2,,"TH Strikes Back (Non North America, Version 1.0, Checksum 020E0867)",1994,Gaelco
thoop2a,thoop2,"TH Strikes Back (Non North America, Version 1.0, Checksum 020EB356)",1994,Gaelco
alphaxz,m660,The Alphax Z (Japan),1986,"Ed Co., Ltd. (Wood Place Co., Ltd. license)"
mrflea,,The Amazing Adventures of Mr. F. Lea,1982,Pacific Novelty
anteateruk,anteater,The Anteater (UK),1983,Free Enterprise Games
astyanax,,The Astyanax (EPROM version),1989,Jaleco
astyanaxa,astyanax,The Astyanax (mask ROM version),1989,Jaleco
battroad,,The Battle-Road,1984,Irem
berlwallt,berlwall,The Berlin Wall (bootleg ?),1991,Kaneko
berlwallk,berlwall,The Berlin Wall (Korea),1991,Kaneko (Inter license)
berlwall,,The Berlin Wall,1991,Kaneko
bigprowr,,The Big Pro Wrestling!,1983,Technos Japan
billiard,hustler,The Billiards,1981,bootleg
bounty2,bounty,The Bounty (set 2),1982,Orca
bounty,,The Bounty,1982,Orca
edrandyj,edrandy,The Cliffhanger - Edward Randy (Japan ver 3),1990,Data East Corporation
edrandy1,edrandy,The Cliffhanger - Edward Randy (World ver 1),1990,Data East Corporation
edrandy2,edrandy,The Cliffhanger - Edward Randy (World ver 2),1990,Data East Corporation
edrandy,,The Cliffhanger - Edward Randy (World ver 3),1990,Data East Corporation
ctribeb,ctribe,The Combatribes (bootleg set 1),1990,bootleg
ctribeb2,ctribe,The Combatribes (bootleg set 2),1990,bootleg
ctribej,ctribe,The Combatribes (Japan),1990,Technos Japan
ctribeu1,ctribe,"The Combatribes (US , rev 1)",1990,Technos Japan
ctribe,,"The Combatribes (US, rev 2, set 1)",1990,Technos Japan
ctribeua,ctribe,"The Combatribes (US, rev 2, set 2)",1990,Technos Japan
dealer,,The Dealer,198?,Epos Corporation
thedeep,,The Deep (Japan),1987,Woodplace Inc.
dbldynj,,"The Double Dynamites (Japan, 13NOV89)",1989,Seibu Kaihatsu
dbldynu,dbldynj,"The Double Dynamites (US, 13NOV89)",1989,Seibu Kaihatsu (Fabtek license)
elecyoyo,,The Electric Yo-Yo (set 1),1982,Taito America Corporation
elecyoyo2,elecyoyo,The Electric Yo-Yo (set 2),1982,Taito America Corporation
esb,,The Empire Strikes Back,1985,Atari Games
theendss,theend,The End (SegaSA / Sonic),1981,bootleg (Sonic)
theends,theend,The End (Stern),1980,Konami (Stern license)
theend,,The End,1980,Konami
teot,,The Eye of Typhoon (Beta 6 Version),2022,OzzyOuzo
flstoryj,flstory,The FairyLand Story (Japan),1985,Taito
flstory,,The FairyLand Story,1985,Taito
daraku,,The Fallen Angels (World) / Daraku Tenshi - The Fallen Angels (Japan),1998,Psikyo
froundl,fround,The Final Round (ver. L),1988,Konami
fround,,The Final Round (ver. M),1988,Konami
gametngk,,The Game Paradise - Master of Shooting! / Game Tengoku - The Game Paradise (ver 1.0),1995,Jaleco
theglad101,theglad,The Gladiator - Road Of The Sword / Shen Jian (V100),2003,IGS
thegladpcba,theglad,"The Gladiator - Road Of The Sword / Shen Jian (V100, Japan, Single PCB Version)",2003,IGS
theglad100,theglad,"The Gladiator - Road Of The Sword / Shen Jian (V100, Taiwan)",2003,IGS
theglad,,"The Gladiator - Road Of The Sword / Shen Jian (V101, China)",2003,IGS
thegladpcb,theglad,"The Gladiator - Road Of The Sword / Shen Jian (V101, Japan, Single PCB Version)",2003,IGS
theglob2,suprglob,The Glob (earlier),1983,Epos Corporation
theglobp,suprglob,The Glob (Pac-Man hardware),1983,Epos Corporation
theglobpb,suprglob,"The Glob (Pac-Man hardware, bootleg)",1983,bootleg
theglob3,suprglob,The Glob (set 3),1983,Epos Corporation
theglob,suprglob,The Glob,1983,Epos Corporation
ragtimea,boogwing,"The Great Ragtime Show (Japan v1.3, 92.11.26)",1992,Data East Corporation
ragtime,boogwing,"The Great Ragtime Show (Japan v1.5, 92.12.07)",1992,Data East Corporation
guiness,strnskil,The Guiness (Japan),1984,Sun Electronics
thehustlj,rackemup,"The Hustler (Japan, program code J)",1987,Konami
thehustl,rackemup,"The Hustler (Japan, program code M)",1987,Konami
skingame,majtitl2,The Irem Skins Game (US set 1),1992,Irem America
skingame2,majtitl2,The Irem Skins Game (US set 2),1992,Irem America
irrmaze,,The Irritating Maze / Ultra Denryu Iraira Bou,1997,SNK / Saurus
jleagueo,svf,The J.League 1994 (Japan),1994,Sega
jleague,svf,"The J.League 1994 (Japan, Rev A)",1994,Sega
karatour,,The Karate Tournament,1992,Mitchell
killbld100,killbld,"The Killing Blade (V100, Taiwan)",1998,IGS
killbld104,killbld,The Killing Blade (V104),1998,IGS
killbld106,killbld,The Killing Blade (V106),1998,IGS
killbld109,killbld,"The Killing Blade (V109 alt, China)",1998,IGS
killbld,,"The Killing Blade (V109, China)",1998,IGS
killbldp,,"The Killing Blade Plus (V300, China)",2005,IGS
kodr2,kod,The King of Dragons (910731 etc),1991,Capcom
kodb,kod,"The King of Dragons (bootleg, 910731 etc)",1991,Capcom
kodh,kod,The King of Dragons (hack),2002,Capcom
kodja,kod,"The King of Dragons (Japan 910805, B-Board 89625B-1)",1991,Capcom
kodj,kod,"The King of Dragons (Japan 910805, B-Board 90629B-3)",1991,Capcom
kodda,kod,"The King of Dragons (Phoenix bootleg, 910731 etc)",1991,Capcom
kodu,kod,The King of Dragons (US 910910),1991,Capcom
kodr1,kod,The King of Dragons (World 910711),1991,Capcom
kod,,The King of Dragons (World 910805),1991,Capcom
kof94rz,kof94,The King of Fighters '94 (Hack Boss Remixed),1994,ZKW
kof94,,The King of Fighters '94 (NGM-055)(NGH-055),1994,SNK
kof94br,kof94,The King of Fighters '94 (Portuguese edition Hack),1994,SNK
kof95b,kof95,The King of Fighters '95 (Enable Hidden Characters V.[?]),1995,Ydmis &amp; Creamymami[EGCG]
kof95h,kof95,The King of Fighters '95 (NGH-084),1995,SNK
kof95a,kof95,"The King of Fighters '95 (NGH-084, alternate board)",1995,SNK
kof95,,The King of Fighters '95 (NGM-084),1995,SNK
kof95sp,kof95,"The King of Fighters '95 (Special 2017, hack)",2017,hack
kof96ae,kof96,"The King of Fighters '96 (Anniversary Edition, EGHT hack)",2007,hack
kof96ep,kof96,The King of Fighters '96 (bootleg / hack),1996,bootleg
kof96cn,kof96,"The King of Fighters '96 (Chinese Edition ver 1.0, hack)",200?,hack
kof96h,kof96,The King of Fighters '96 (NGH-214),1996,SNK
kof96,,The King of Fighters '96 (NGM-214),1996,SNK
kof96a,kof96,"The King of Fighters '96 (NGM-214, alternate board)",1996,SNK
kof96ae20,kof96,"The King of Fighters '96 (The Anniversary Edition 2.0, Build 2.3.0320)",2020,hack
kof97cn,kof97,"The King of Fighters '97 (10th Anniversary Chinese Edition, EGHT hack)",2007,hack
kof97ps,kof97,The King of Fighters '97 (Imitation Playstation final improved version 2016-10-29),1997,Eddids
kof97ip,kof97,The King of Fighters '97 (Invincible Plus! B2.1.2107),2021,hack
kof97k,kof97,The King of Fighters '97 (Korean release),1997,SNK
kof97h,kof97,The King of Fighters '97 (NGH-2320),1997,SNK
kof97,,The King of Fighters '97 (NGM-2320),1997,SNK
kof97tp,kof97,The King of Fighters '97 (Optimised Edition 2020),2020,hack
kof97t,kof97,The King of Fighters '97 (Optimized Edition),2014,hack
kof97pm,kof97,The King of Fighters '97 (Practice Mode),1997,hack
kof97ae,kof97,The King of Fighters '97 - Anniversary Edition (Build 2.1.0212),2018,EGHT
kof97aef,kof97,The King of Fighters '97 - Anniversary Edition (Build 2.1.1811),2020-08-10,hack
kof97cbt,kof97,"The King of Fighters '97 - Combo Training (Hack, Ver. 2018)",2019,hack
kof97xt,kof97,The King of Fighters '97 - Final Battle (hack),2007,hack
kof97rc,kof97,"The King of Fighters '97 - Random Combo (Hack, Ver. 2010)",2019,hack
kof97oro,kof97,The King of Fighters '97 oroshi plus 2003,1997,bootleg
kof97pls,kof97,The King of Fighters '97 Plus (bootleg),1997,bootleg
kof97pla,kof97,The King of Fighters '97 Plus 2003 (bootleg / hack),2003,bootleg
kof98ae2016,kof98,The King of Fighters '98 (Anniversary Edition build 1.2.0827),2016,hack
kof98ae,kof98,"The King of Fighters '98 (Anniversary Edition, EGHT hack)",2007,hack
kof98cp,kof98,The King of Fighters '98 (Combo Plus),2020,hack
kof98cb,kof98,"The King of Fighters '98 (Combo, hack)",2018,hack
kof98pfe,kof98,The King of Fighters '98 (Plus Final Edition 2017-07-23),2019,hack
kof98ratio,kof98,The King of Fighters '98 (Ratio hack),2021,bankbank
kof98ult,kof98,The King of Fighters '98 (Ultimate Match),2020,hack
kof98k,kof98,"The King of Fighters '98 - The Slugfest / King of Fighters '98 - dream match never ends (Korean board, set 1)",1998,SNK
kof98ka,kof98,"The King of Fighters '98 - The Slugfest / King of Fighters '98 - dream match never ends (Korean board, set 2)",1998,SNK
kof98h,kof98,The King of Fighters '98 - The Slugfest / King of Fighters '98 - dream match never ends (NGH-2420),1998,SNK
kof98,,The King of Fighters '98 - The Slugfest / King of Fighters '98 - dream match never ends (NGM-2420),1998,SNK
kof98a,kof98,"The King of Fighters '98 - The Slugfest / King of Fighters '98 - dream match never ends (NGM-2420, alternate board)",1998,SNK
kof98bc2nd,kof98,"The King of Fighters '98 BC 2nd Impact Edition (Hack, Ver.2020-07-29)",2020,hack
kof98eckg,kof98,"The King of Fighters '98 Easy Combo King (GOTVG Version, Hack)",2019,hack
kof98ecky,kof98,"The King of Fighters '98 Easy Combo King (YZKOF Version, Hack)",2020,hack
kof98mix,kof98,The King of Fighters '98 Mix (2015-12-29),2015,hack
kof99e,kof99,The King of Fighters '99 - Millennium Battle (earlier),1999,SNK
kof99k,kof99,The King of Fighters '99 - Millennium Battle (Korean release),1999,SNK
kof99ka,kof99,"The King of Fighters '99 - Millennium Battle (Korean release, non-encrypted program)",1999,SNK
kof99h,kof99,The King of Fighters '99 - Millennium Battle (NGH-2510),1999,SNK
kof99,,The King of Fighters '99 - Millennium Battle (NGM-2510),1999,SNK
kof99p,kof99,The King of Fighters '99 - Millennium Battle (prototype),1999,SNK
kof99ae,kof99,The King of Fighters '99 Anniversary Edition (hack),2020,Yashional
kof99eur,kof99,The King of Fighters '99 Evolution Ultra Remix (Hack By Yashional),201?,hack
kof99eur2,kof99,The King of Fighters '99 Evolution Ultra Remix 2015 (Hack),2015,hack
kof99rp,kof99,The King of Fighters '99 Remix Pro (v2.01 Final),2022,hack
kof99sr,kof99,The King of Fighters '99 Summer Revolution (Hack By FCHT),200?,hack
kof10th,kof2002,The King of Fighters 10th Anniversary (bootleg),2002,bootleg
kof10thd,kof2002,The King of Fighters 10th Anniversary (The King of Fighters 2002 bootleg / Fully Decrypted),200?,hack
kf2k5uni,kof2002,The King of Fighters 10th Anniversary 2005 Unique (bootleg),2004,bootleg
kof10thuo,kof2002,The King of Fighters 10th Anniversary 2020 (Optimized version 2020),2020,hack
kf10thep,kof2002,The King of Fighters 10th Anniversary Extra Plus (bootleg),2005,bootleg
kof2000,,The King of Fighters 2000 (NGM-2570) (NGH-2570),2000,SNK
kof2000n,kof2000,The King of Fighters 2000 (not encrypted),2000,SNK
kof2000otc,kof2000,"The King of Fighters 2000 (OTC, hack)",2020,hack
kof2000ps2,kof2000,"The King of Fighters 2000 (Playstation 2 ver. , EGHT hack)",2000,hack
kof2000sp,kof2000,"The King of Fighters 2000 - Special Edition (Final Version, Hack)",2021,hack
kof2kxxx,kof2000,"The King of Fighters 2000 SP XXX (Hack, Ver. 2016-01-04)",2016,hack
kof2001h,kof2001,The King of Fighters 2001 (NGH-2621),2001,SNK / Eolith
kof2001,,The King of Fighters 2001 (NGM-262?),2001,SNK / Eolith
kf2k1pkz,kof2001,The King of Fighters 2001 (PS2 Krizalid Edition),2019-12-12,hack
kf2k1pls,kof2001,"The King of Fighters 2001 Plus (set 1, bootleg / hack)",2002,bootleg
kf2k1pa,kof2001,"The King of Fighters 2001 Plus (set 2, bootleg / hack)",2002,bootleg
kof2k1rp,kof2001,"The King of Fighters 2001 Remix Pro v1.02 Final (Hack By Jason, Kim &amp; Raymonose)",Version 2004-03-01,hack
kof2001ru,kof2001,The King of Fighters 2001 Remix Ultra 2.3 (Hack By Jason FGCH),Version 2004-05-07,hack
kof2002b,kof2002,The King of Fighters 2002 (bootleg),2002,bootleg
kof2002,,The King of Fighters 2002 (NGM-2650)(NGH-2650),2002,Eolith / Playmore
kof2k2omg,kof2002,The King of Fighters 2002 (Omega v.0?),2002,hack
kof2k2omg8,kof2002,The King of Fighters 2002 (Omega v0.8),2010,hack
kof2k2omg9b,kof2002,The King of Fighters 2002 (Omega v0.9 beta),2011,hack
kof2k2omg9,kof2002,The King of Fighters 2002 (Omega v0.9),2012,hack
kf2k2ps2re,kof2002,The King of Fighters 2002 (PlayStation 2 v1.0 Public Beta),2018,hack
kf2k2ps2,kof2002,"The King of Fighters 2002 (PlayStation 2 ver 0.4, EGHT hack)",2007,hack
kof2002ps2,kof2002,"The King of Fighters 2002 (PlayStation 2, Hack)",2018,hack
kof2k2plus,kof2002,The King of Fighters 2002 (Plus 2017),2020,hack
kf2k23rd,kof2002,The King of Fighters 2002 - 3rd Strike of Orochi (Hack by EGCG/EGHT),2020-06-14,hack
kf2k2mp,kof2002,The King of Fighters 2002 Magic Plus (bootleg),2002,bootleg
kf2k2mp2,kof2002,The King of Fighters 2002 Magic Plus II (bootleg),2002,bootleg
kf2k2pls,kof2002,The King of Fighters 2002 Plus (bootleg set 1),2002,bootleg
kf2k2pla,kof2002,The King of Fighters 2002 Plus (bootleg set 2),2002,bootleg
kf2k2plb,kof2002,The King of Fighters 2002 Plus (bootleg set 3),2002,bootleg
kf2k2ru35,kof2002,The King of Fighters 2002 Remix Ultra 3.5 (Hack By FCHT),2006,hack
kf2k2plc,kof2002,The King of Fighters 2002 Super (bootleg),2002,bootleg
kf2k3bl,kof2003,The King of Fighters 2003 (bootleg set 1),2003,bootleg
kf2k3bla,kof2003,The King of Fighters 2003 (bootleg set 2),2003,bootleg
kf2k3pcb,,"The King of Fighters 2003 (Japan, JAMMA PCB)",2003,Playmore / Capcom
kof2003h,kof2003,The King of Fighters 2003 (NGH-2710),2003,SNK Playmore
kof2003,,The King of Fighters 2003 (NGM-2710),2003,SNK Playmore
kf2k3ps2sp,kof2003,"The King of Fighters 2003 - PS2 Style Portraits (Hack By 0 Day-S, Eddids, Hiker)",20??,hack
kf2k3ps2,kof2003,The King of Fighters 2003 PlayStation 2 (Hack By EGCG),2006,hack
kf2k3pl,kof2003,The King of Fighters 2004 Plus / Hero (bootleg),2003,bootleg
kf2k3upl,kof2003,The King of Fighters 2004 Ultra Plus (bootleg),2003,bootleg
kof2k4se,kof2002,The King of Fighters Special Edition 2004 (bootleg),2004,bootleg
kf2k4pls,kof2002,The King of Fighters Special Edition 2004 Plus (bootleg),2004,bootleg
lastbladh,lastblad,The Last Blade / Bakumatsu Roman - Gekka no Kenshi (NGH-2340),1997,SNK
lastblad,,The Last Blade / Bakumatsu Roman - Gekka no Kenshi (NGM-2340),1997,SNK
lastblada,lastblad,"The Last Blade / Bakumatsu Roman - Gekka no Kenshi (NGM-2340, alternate board)",1997,SNK
lastbladsp,lastblad,"The Last Blade / Bakumatsu Roman - Gekka no Kenshi (Special 2017, hack)",2017,hack
lb2b,lastbld2,The Last Blade 2 / Bakumatsu Roman - Dai Ni Maku Gekka no Kenshi (Enable Hidden Characters V4),1998,Dodowang[EGCG]
lastbld2eh,lastbld2,The Last Blade 2 / Bakumatsu Roman - Dai Ni Maku Gekka no Kenshi (Enhanced Hack),1998,hack
lastbld2,,The Last Blade 2 / Bakumatsu Roman - Dai Ni Maku Gekka no Kenshi (NGM-2430)(NGH-2430),1998,SNK
lastbld2te,lastbld2,The Last Blade 2 / Bakumatsu Roman - Dai Ni Maku Gekka no Kenshi (Team Edition Hack),1998,hack
lastday,,The Last Day (set 1),1990,Dooyong
lastdaya,lastday,The Last Day (set 2),1990,Dooyong
lastsold,lastblad,The Last Soldier (Korean release of The Last Blade),1997,SNK
lkageb,lkage,The Legend of Kage (bootleg set 1),1984,bootleg
lkageb2,lkage,The Legend of Kage (bootleg set 2),1984,bootleg
lkageb3,lkage,The Legend of Kage (bootleg set 3),1984,bootleg
lkageb4,lkage,The Legend of Kage (bootleg set 4),1984,bootleg
lkageo,lkage,The Legend of Kage (older),1984,Taito Corporation
lkageoo,lkage,The Legend of Kage (oldest),1984,Taito Corporation
lkage,,The Legend of Kage,1984,Taito Corporation
silkroada,silkroad,The Legend of Silkroad (larger roms),1999,Unico
silkroad,,The Legend of Silkroad,1999,Unico
lordofk,astyanax,The Lord of King (Japan),1989,Jaleco
darkmist,,The Lost Castle In Darkmist,1986,Taito Corporation
mainevt2p,mainevt,The Main Event (2 Players ver. X),1988,Konami
mainevto,mainevt,The Main Event (4 Players ver. F),1988,Konami
mainevt,,The Main Event (4 Players ver. Y),1988,Konami
mastkin,,The Masters of Kin,1988,Du Tech
tnzsj,tnzs,"The NewZealand Story (Japan, new version, newer PCB)",1988,Taito Corporation
tnzsjo,tnzs,"The NewZealand Story (Japan, old version) (older PCB)",1988,Taito Corporation
tnzsuo,tnzs,"The NewZealand Story (US, old version) (older PCB)",1988,Taito America Corporation
tnzs,,"The NewZealand Story (World, newer)",1988,Taito Corporation Japan
tnzso,tnzs,"The NewZealand Story (World, old version) (older PCB)",1988,Taito Corporation Japan
tnzsop,tnzs,"The NewZealand Story (World, prototype) (older PCB)",1988,Taito Corporation Japan
tnzsoa,tnzs,"The NewZealand Story (World, unknown version) (older PCB)",1988,Taito Corporation Japan
tnextspcj,tnextspc,The Next Space (Japan),1989,SNK (Pasadena International Corp. license)
tnextspc,,The Next Space (set 1),1989,SNK
tnextspc2,tnextspc,The Next Space (set 2),1989,SNK
ninjakj,ninjak,The Ninja Kids (Japan),1990,Taito Corporation
ninjaku,ninjak,The Ninja Kids (US),1990,Taito America Corporation
ninjak,,The Ninja Kids (World),1990,Taito Corporation Japan
ninjawj,ninjaw,The Ninja Warriors (Japan),1987,Taito Corporation
